id,order_ref_id,order_priority,order_date,ship_date,country_id,sales_channel,item_type_id,units_sold,total_revenue,total_cost,total_profit,created_at,updated_at
888,974069583,M,2011-05-28,2011-07-12,7,Online,4,7690,840363.2,275609.6,564753.6,2011-05-28,2011-07-12
889,606032741,M,2011-05-29,2011-06-15,83,Online,7,7410,1524237,867785.1,656451.9,2011-05-29,2011-06-15
890,171677529,M,2011-05-29,2011-07-05,29,Online,4,2051,224133.28,73507.84,150625.44,2011-05-29,2011-07-05
891,389878451,L,2011-05-29,2011-07-07,102,Online,1,2553,23819.49,17666.76,6152.73,2011-05-29,2011-07-07
892,296363770,C,2011-05-29,2011-07-13,39,Offline,9,9480,3999517.2,3457261.2,542256,2011-05-29,2011-07-13
893,570413863,L,2011-05-30,2011-06-28,47,Offline,5,6993,1066991.94,681397.92,385594.02,2011-05-30,2011-06-28
894,171441495,H,2011-05-30,2011-07-06,14,Online,8,2203,562381.84,351202.26,211179.58,2011-05-30,2011-07-06
895,231383931,C,2011-05-31,2011-06-16,142,Offline,10,502,219474.4,132191.66,87282.74,2011-05-31,2011-06-16
896,977572762,M,2011-05-31,2011-06-17,151,Online,10,4359,1905754.8,1147855.47,757899.33,2011-05-31,2011-06-17
897,285186469,C,2011-06-02,2011-06-25,22,Online,6,1869,287938.14,169948.17,117989.97,2011-06-02,2011-06-25
898,118859469,L,2011-06-02,2011-07-01,185,Offline,5,2013,307143.54,196146.72,110996.82,2011-06-02,2011-07-01
899,819314277,H,2011-06-02,2011-07-17,120,Online,4,2156,235607.68,77271.04,158336.64,2011-06-02,2011-07-17
900,162192809,H,2011-06-03,2011-06-17,57,Online,10,5311,2321969.2,1398545.63,923423.57,2011-06-03,2011-06-17
901,526018369,M,2011-06-03,2011-06-21,33,Online,10,9379,4100498.8,2469772.07,1630726.73,2011-06-03,2011-06-21
902,305416762,L,2011-06-04,2011-06-20,129,Online,2,8462,401521.9,269006.98,132514.92,2011-06-04,2011-06-20
903,432031619,H,2011-06-05,2011-06-29,11,Online,2,6612,313739.4,210195.48,103543.92,2011-06-05,2011-06-29
904,196985566,L,2011-06-06,2011-07-03,7,Offline,2,1261,59834.45,40087.19,19747.26,2011-06-06,2011-07-03
905,192892301,M,2011-06-06,2011-07-04,70,Offline,3,9973,815093.29,565169.91,249923.38,2011-06-06,2011-07-04
906,240672957,H,2011-06-06,2011-07-14,7,Online,6,9331,1437533.86,848467.83,589066.03,2011-06-06,2011-07-14
907,610520398,L,2011-06-06,2011-07-15,143,Online,5,5408,825152.64,526955.52,298197.12,2011-06-06,2011-07-15
908,980603873,H,2011-06-06,2011-07-17,19,Offline,7,1332,273992.4,155990.52,118001.88,2011-06-06,2011-07-17
909,756145036,L,2011-06-06,2011-07-17,135,Online,6,8974,1382534.44,816005.82,566528.62,2011-06-06,2011-07-17
910,967733991,M,2011-06-08,2011-06-28,158,Offline,11,2848,1854646.08,1495086.08,359560,2011-06-08,2011-06-28
911,601861798,L,2011-06-08,2011-07-20,161,Offline,5,3136,478490.88,305571.84,172919.04,2011-06-08,2011-07-20
912,547587192,M,2011-06-09,2011-07-14,185,Online,7,2073,426416.1,242769.03,183647.07,2011-06-09,2011-07-14
913,154872739,H,2011-06-09,2011-07-20,48,Online,3,9140,747012.2,517963.8,229048.4,2011-06-09,2011-07-20
914,755318915,H,2011-06-10,2011-06-25,23,Online,4,4507,492524.96,161530.88,330994.08,2011-06-10,2011-06-25
915,580569350,M,2011-06-10,2011-07-03,138,Offline,2,2227,105671.15,70796.33,34874.82,2011-06-10,2011-07-03
916,765552079,M,2011-06-10,2011-07-17,91,Offline,5,2727,416085.66,265718.88,150366.78,2011-06-10,2011-07-17
917,520390880,M,2011-06-10,2011-07-24,172,Offline,7,4080,839256,477808.8,361447.2,2011-06-10,2011-07-24
918,647005736,L,2011-06-11,2011-06-12,85,Online,7,2230,458711,261155.3,197555.7,2011-06-11,2011-06-12
919,908658015,H,2011-06-12,2011-06-25,158,Online,1,954,8900.82,6601.68,2299.14,2011-06-12,2011-06-25
920,827541148,L,2011-06-12,2011-07-23,17,Offline,3,6670,545139.1,377988.9,167150.2,2011-06-12,2011-07-23
921,365989625,C,2011-06-13,2011-07-02,176,Online,1,3318,30956.94,22960.56,7996.38,2011-06-13,2011-07-02
922,438683927,L,2011-06-13,2011-07-29,26,Online,3,5177,423116.21,293380.59,129735.62,2011-06-13,2011-07-29
923,775077140,L,2011-06-15,2011-06-22,149,Offline,5,1404,214222.32,136805.76,77416.56,2011-06-15,2011-06-22
924,361424291,H,2011-06-15,2011-07-05,6,Online,9,2334,984691.26,851186.46,133504.8,2011-06-15,2011-07-05
925,367328155,L,2011-06-16,2011-07-30,147,Online,12,9419,6294435.13,4733424.26,1561010.87,2011-06-16,2011-07-30
926,244570529,M,2011-06-17,2011-07-21,31,Offline,10,2709,1184374.8,713360.97,471013.83,2011-06-17,2011-07-21
927,358669555,C,2011-06-18,2011-08-03,44,Online,12,7147,4776125.69,3591653.38,1184472.31,2011-06-18,2011-08-03
928,682310903,L,2011-06-21,2011-07-03,129,Offline,3,9813,802016.49,556102.71,245913.78,2011-06-21,2011-07-03
929,426562488,C,2011-06-21,2011-07-14,1,Offline,9,8174,3448528.86,2980976.06,467552.8,2011-06-21,2011-07-14
930,703131282,L,2011-06-21,2011-07-22,146,Online,8,1026,261917.28,163564.92,98352.36,2011-06-21,2011-07-22
931,486504924,L,2011-06-23,2011-06-25,7,Offline,12,6473,4325711.71,3252941.42,1072770.29,2011-06-23,2011-06-25
932,546565377,C,2011-06-24,2011-07-01,120,Offline,7,9696,1994467.2,1135498.56,858968.64,2011-06-24,2011-07-01
933,656689155,C,2011-06-24,2011-08-09,37,Offline,12,7769,5191789.63,3904233.26,1287556.37,2011-06-24,2011-08-09
934,392518174,M,2011-06-25,2011-07-03,30,Offline,6,3705,570792.3,336895.65,233896.65,2011-06-25,2011-07-03
935,523580348,C,2011-06-25,2011-08-04,30,Online,4,7915,864951.2,283673.6,581277.6,2011-06-25,2011-08-04
936,797984492,M,2011-06-25,2011-08-13,16,Offline,10,199,87002.8,52402.67,34600.13,2011-06-25,2011-08-13
937,866349494,C,2011-06-26,2011-07-22,64,Online,9,922,388982.58,336244.18,52738.4,2011-06-26,2011-07-22
938,446438729,C,2011-06-26,2011-08-06,98,Online,8,9996,2551778.88,1593562.32,958216.56,2011-06-26,2011-08-06
939,728793370,L,2011-06-27,2011-08-12,163,Offline,10,5009,2189934.8,1319019.97,870914.83,2011-06-27,2011-08-12
940,524918878,C,2011-06-28,2011-07-12,99,Online,7,4016,826091.2,470313.76,355777.44,2011-06-28,2011-07-12
941,369179093,M,2011-06-28,2011-07-14,109,Offline,5,7153,1091404.74,696988.32,394416.42,2011-06-28,2011-07-14
942,813885486,C,2011-06-28,2011-08-10,162,Online,4,5656,618087.68,202711.04,415376.64,2011-06-28,2011-08-10
943,944711625,H,2011-06-29,2011-07-23,178,Offline,6,18,2773.08,1636.74,1136.34,2011-06-29,2011-07-23
944,196122109,H,2011-06-30,2011-07-23,117,Online,3,5745,469538.85,325569.15,143969.7,2011-06-30,2011-07-23
945,368589007,M,2011-06-30,2011-08-10,128,Online,8,2533,646624.24,403810.86,242813.38,2011-06-30,2011-08-10
946,624101388,C,2011-07-01,2011-07-31,19,Offline,6,4324,666155.44,393181.32,272974.12,2011-07-01,2011-07-31
947,389291369,L,2011-07-01,2011-08-04,183,Offline,8,8822,2252080.16,1406403.24,845676.92,2011-07-01,2011-08-04
948,539009273,C,2011-07-01,2011-08-04,21,Online,4,3677,401822.56,131783.68,270038.88,2011-07-01,2011-08-04
949,437072026,M,2011-07-01,2011-08-13,111,Online,4,8180,893910.4,293171.2,600739.2,2011-07-01,2011-08-13
950,636381185,L,2011-07-02,2011-07-28,154,Online,7,8189,1684477.3,959013.79,725463.51,2011-07-02,2011-07-28
951,185180842,M,2011-07-03,2011-07-04,103,Offline,1,7981,74462.73,55228.52,19234.21,2011-07-03,2011-07-04
952,557192933,H,2011-07-03,2011-07-05,113,Online,4,4626,505529.28,165795.84,339733.44,2011-07-03,2011-07-05
953,257757127,L,2011-07-04,2011-07-06,133,Online,1,4917,45875.61,34025.64,11849.97,2011-07-04,2011-07-06
954,540347802,C,2011-07-04,2011-07-11,12,Offline,10,9777,4274504.4,2574577.41,1699926.99,2011-07-04,2011-07-11
955,850016772,H,2011-07-04,2011-08-03,20,Offline,5,7707,1175934.06,750970.08,424963.98,2011-07-04,2011-08-03
956,128741586,C,2011-07-04,2011-08-18,121,Offline,9,6351,2679423.39,2316146.19,363277.2,2011-07-04,2011-08-18
957,735445678,H,2011-07-05,2011-07-22,172,Offline,2,3574,169586.3,113617.46,55968.84,2011-07-05,2011-07-22
958,789484250,M,2011-07-05,2011-07-30,84,Online,5,4789,730705.62,466640.16,264065.46,2011-07-05,2011-07-30
959,188920056,C,2011-07-05,2011-07-30,166,Online,6,4498,692961.88,409003.14,283958.74,2011-07-05,2011-07-30
960,392676532,H,2011-07-05,2011-08-06,43,Offline,7,567,116631.9,66401.37,50230.53,2011-07-05,2011-08-06
961,427941358,C,2011-07-05,2011-08-20,135,Online,1,6212,57957.96,42987.04,14970.92,2011-07-05,2011-08-20
962,219737565,L,2011-07-07,2011-07-21,121,Offline,10,4083,1785087.6,1075176.39,709911.21,2011-07-07,2011-07-21
963,662397325,L,2011-07-07,2011-07-23,173,Offline,11,6943,4521351.03,3644797.28,876553.75,2011-07-07,2011-07-23
964,909487140,L,2011-07-08,2011-07-17,176,Online,9,6310,2662125.9,2301193.9,360932,2011-07-08,2011-07-17
965,886620128,C,2011-07-08,2011-07-25,23,Offline,11,9453,6155888.13,4962446.88,1193441.25,2011-07-08,2011-07-25
966,552037513,M,2011-07-08,2011-08-05,84,Online,7,9022,1855825.4,1056566.42,799258.98,2011-07-08,2011-08-05
967,996861922,L,2011-07-08,2011-08-07,176,Online,6,2450,377447,222778.5,154668.5,2011-07-08,2011-08-07
968,605722033,L,2011-07-10,2011-07-20,17,Online,8,5465,1395105.2,871230.3,523874.9,2011-07-10,2011-07-20
969,803102576,C,2011-07-10,2011-08-24,80,Offline,7,4754,977897.8,556740.94,421156.86,2011-07-10,2011-08-24
970,827780187,C,2011-07-11,2011-07-22,17,Offline,8,7407,1890858.96,1180823.94,710035.02,2011-07-11,2011-07-22
971,372722613,L,2011-07-11,2011-08-18,57,Offline,3,5759,470683.07,326362.53,144320.54,2011-07-11,2011-08-18
972,867138278,C,2011-07-12,2011-08-04,147,Offline,11,4341,2826902.61,2278851.36,548051.25,2011-07-12,2011-08-04
973,403304088,M,2011-07-13,2011-08-09,8,Online,12,5497,3673480.19,2762462.38,911017.81,2011-07-13,2011-08-09
974,956205642,C,2011-07-13,2011-08-25,182,Offline,5,1353,206440.74,131836.32,74604.42,2011-07-13,2011-08-25
975,499101436,C,2011-07-13,2011-08-28,33,Offline,5,4061,619627.38,395703.84,223923.54,2011-07-13,2011-08-28
976,954040992,L,2011-07-14,2011-08-27,32,Offline,5,785,119775.3,76490.4,43284.9,2011-07-14,2011-08-27
977,851867711,C,2011-07-15,2011-07-17,107,Online,7,5441,1119213.7,637195.51,482018.19,2011-07-15,2011-07-17
978,280192410,H,2011-07-16,2011-08-28,118,Online,7,4016,826091.2,470313.76,355777.44,2011-07-16,2011-08-28
979,633312737,L,2011-07-17,2011-08-11,147,Offline,9,167,70455.63,60903.23,9552.4,2011-07-17,2011-08-11
980,999066913,C,2011-07-17,2011-08-14,120,Offline,12,4956,3311946.12,2490588.24,821357.88,2011-07-17,2011-08-14
981,612610375,M,2011-07-17,2011-08-18,59,Offline,11,3878,2525392.38,2035794.88,489597.5,2011-07-17,2011-08-18
982,861982858,M,2011-07-17,2011-09-04,108,Offline,5,8738,1333244.04,851430.72,481813.32,2011-07-17,2011-09-04
983,711792886,L,2011-07-19,2011-09-06,29,Online,3,4187,342203.51,237277.29,104926.22,2011-07-19,2011-09-06
984,821916663,L,2011-07-20,2011-08-26,108,Online,10,2260,988072,595125.8,392946.2,2011-07-20,2011-08-26
985,146375501,H,2011-07-20,2011-08-26,120,Offline,2,4618,219124.1,146806.22,72317.88,2011-07-20,2011-08-26
986,597103774,H,2011-07-21,2011-08-01,55,Online,6,5131,790481.86,466561.83,323920.03,2011-07-21,2011-08-01
987,139763534,C,2011-07-21,2011-08-03,77,Offline,3,7990,653022.7,452793.3,200229.4,2011-07-21,2011-08-03
988,359893071,H,2011-07-22,2011-08-06,23,Online,6,9212,1419200.72,837647.16,581553.56,2011-07-22,2011-08-06
989,459783685,H,2011-07-22,2011-08-23,35,Offline,4,9065,990623.2,324889.6,665733.6,2011-07-22,2011-08-23
990,216551101,H,2011-07-22,2011-08-29,112,Online,10,1138,497533.6,299669.54,197864.06,2011-07-22,2011-08-29
991,393111264,M,2011-07-23,2011-07-26,168,Online,5,9214,1405872.12,897812.16,508059.96,2011-07-23,2011-07-26
992,638272464,M,2011-07-23,2011-09-09,106,Online,12,7861,5253270.47,3950466.94,1302803.53,2011-07-23,2011-09-09
993,313923013,C,2011-07-24,2011-08-23,73,Online,9,5650,2383678.5,2060498.5,323180,2011-07-24,2011-08-23
994,825065791,C,2011-07-24,2011-08-28,139,Offline,9,4157,1753796.73,1516016.33,237780.4,2011-07-24,2011-08-28
995,259766423,H,2011-07-24,2011-09-11,113,Offline,10,9512,4158646.4,2504794.96,1653851.44,2011-07-24,2011-09-11
996,918462455,H,2011-07-25,2011-07-28,29,Online,2,2305,109372.25,73275.95,36096.3,2011-07-25,2011-07-28
997,926767003,H,2011-07-25,2011-08-20,46,Offline,4,9806,1071599.68,351447.04,720152.64,2011-07-25,2011-08-20
998,234262692,C,2011-07-27,2011-08-02,76,Offline,12,2391,1597833.57,1201573.14,396260.43,2011-07-27,2011-08-02
999,221628844,M,2011-07-28,2011-09-01,153,Offline,4,3755,410346.4,134579.2,275767.2,2011-07-28,2011-09-01
1000,396024358,L,2011-07-29,2011-07-30,31,Offline,11,1263,822478.23,663024.48,159453.75,2011-07-29,2011-07-30
1001,857457864,C,2011-07-29,2011-09-16,101,Online,11,9691,6310876.11,5087387.36,1223488.75,2011-07-29,2011-09-16
1002,823885619,C,2011-07-30,2011-09-02,8,Offline,4,4918,537439.04,176261.12,361177.92,2011-07-30,2011-09-02
1003,794524657,L,2011-07-31,2011-09-13,157,Online,4,6357,694692.96,227834.88,466858.08,2011-07-31,2011-09-13
1004,995998466,H,2011-08-01,2011-08-27,53,Online,7,6934,1426323.8,812040.74,614283.06,2011-08-01,2011-08-27
1005,361862027,M,2011-08-02,2011-08-14,27,Offline,2,1870,88731.5,59447.3,29284.2,2011-08-02,2011-08-14
1006,251738250,L,2011-08-02,2011-08-26,97,Offline,6,3797,584965.82,345261.21,239704.61,2011-08-02,2011-08-26
1007,342852246,C,2011-08-03,2011-08-22,162,Offline,6,6453,994149.18,586771.29,407377.89,2011-08-03,2011-08-22
1008,216001355,H,2011-08-04,2011-08-15,119,Online,12,8456,5650891.12,4249478.24,1401412.88,2011-08-04,2011-08-15
1009,292788922,M,2011-08-04,2011-09-08,184,Online,6,1603,246958.18,145760.79,101197.39,2011-08-04,2011-09-08
1010,170031297,C,2011-08-05,2011-08-31,103,Online,5,4894,746726.52,476871.36,269855.16,2011-08-05,2011-08-31
1011,828963363,H,2011-08-05,2011-09-06,52,Online,6,7535,1160842.1,685157.55,475684.55,2011-08-05,2011-09-06
1012,681056058,M,2011-08-06,2011-08-11,8,Offline,9,8477,3576361.53,3091477.13,484884.4,2011-08-06,2011-08-11
1013,454550588,C,2011-08-06,2011-09-06,172,Online,7,475,97707.5,55627.25,42080.25,2011-08-06,2011-09-06
1014,585494744,C,2011-08-06,2011-09-13,29,Offline,7,9761,2007837.7,1143110.71,864726.99,2011-08-06,2011-09-13
1015,263427960,H,2011-08-06,2011-09-20,94,Offline,1,3042,28381.86,21050.64,7331.22,2011-08-06,2011-09-20
1016,552276551,L,2011-08-06,2011-09-24,84,Offline,9,9759,4117224.51,3559009.71,558214.8,2011-08-06,2011-09-24
1017,593681275,M,2011-08-07,2011-09-11,110,Online,3,2337,191003.01,132437.79,58565.22,2011-08-07,2011-09-11
1018,192190206,C,2011-08-08,2011-08-26,157,Online,12,2208,1475540.16,1109608.32,365931.84,2011-08-08,2011-08-26
1019,986159694,H,2011-08-08,2011-09-06,44,Offline,6,5423,835467.38,493113.39,342353.99,2011-08-08,2011-09-06
1020,125753819,M,2011-08-08,2011-09-18,102,Offline,3,2205,180214.65,124957.35,55257.3,2011-08-08,2011-09-18
1021,387406098,C,2011-08-09,2011-08-11,154,Online,4,928,101411.84,33259.52,68152.32,2011-08-09,2011-08-11
1022,873871266,C,2011-08-09,2011-09-19,60,Offline,5,6782,1034797.56,660838.08,373959.48,2011-08-09,2011-09-19
1023,819478642,C,2011-08-10,2011-08-18,20,Online,4,796,86986.88,28528.64,58458.24,2011-08-10,2011-08-18
1024,407990443,L,2011-08-10,2011-08-31,107,Offline,11,2293,1493224.53,1203733.28,289491.25,2011-08-10,2011-08-31
1025,541099250,L,2011-08-10,2011-09-06,85,Online,11,2147,1398147.87,1127089.12,271058.75,2011-08-10,2011-09-06
1026,538698565,H,2011-08-11,2011-09-07,159,Offline,12,1731,1156775.37,869896.74,286878.63,2011-08-11,2011-09-07
1027,958491313,L,2011-08-12,2011-09-18,89,Offline,5,7734,1180053.72,753600.96,426452.76,2011-08-12,2011-09-18
1028,303534495,H,2011-08-13,2011-08-18,145,Offline,1,1457,13593.81,10082.44,3511.37,2011-08-13,2011-08-18
1029,105799901,C,2011-08-14,2011-09-29,89,Online,7,7397,1521562.9,866262.67,655300.23,2011-08-14,2011-09-29
1030,466988742,M,2011-08-16,2011-08-16,66,Offline,3,1201,98157.73,68060.67,30097.06,2011-08-16,2011-08-16
1031,354700314,M,2011-08-17,2011-08-29,111,Offline,8,2560,653516.8,408115.2,245401.6,2011-08-17,2011-08-29
1032,448096978,L,2011-08-17,2011-09-18,31,Offline,11,708,461056.68,371671.68,89385,2011-08-17,2011-09-18
1033,917835032,C,2011-08-17,2011-10-06,94,Offline,6,6637,1022496.22,603502.41,418993.81,2011-08-17,2011-10-06
1034,609976661,C,2011-08-18,2011-08-20,112,Online,3,4504,368111.92,255241.68,112870.24,2011-08-18,2011-08-20
1035,454236876,M,2011-08-18,2011-08-22,126,Offline,6,7641,1177172.46,694796.13,482376.33,2011-08-18,2011-08-22
1036,578923118,C,2011-08-18,2011-08-30,72,Online,8,5070,1294269.6,808259.4,486010.2,2011-08-18,2011-08-30
1037,649334752,C,2011-08-19,2011-09-02,29,Offline,8,1438,367092.64,229245.96,137846.68,2011-08-19,2011-09-02
1038,329196584,H,2011-08-19,2011-09-09,70,Offline,9,5439,2294659.71,1983548.91,311110.8,2011-08-19,2011-09-09
1039,586873614,H,2011-08-20,2011-08-29,181,Online,5,7799,1189971.42,759934.56,430036.86,2011-08-20,2011-08-29
1040,994150531,L,2011-08-20,2011-09-13,55,Online,9,89,37548.21,32457.41,5090.8,2011-08-20,2011-09-13
1041,204392325,H,2011-08-20,2011-09-26,5,Online,11,3086,2009634.06,1620026.56,389607.5,2011-08-20,2011-09-26
1042,198134410,L,2011-08-20,2011-09-29,131,Online,10,1230,537756,323895.9,213860.1,2011-08-20,2011-09-29
1043,276850593,L,2011-08-21,2011-09-03,66,Offline,8,5097,1301162.16,812563.74,488598.42,2011-08-21,2011-09-03
1044,272639310,C,2011-08-21,2011-09-29,59,Offline,11,8885,5786000.85,4664269.6,1121731.25,2011-08-21,2011-09-29
1045,935664641,M,2011-08-21,2011-10-04,9,Online,10,2815,1230718,741273.95,489444.05,2011-08-21,2011-10-04
1046,640440118,L,2011-08-22,2011-09-07,105,Online,1,9318,86936.94,64480.56,22456.38,2011-08-22,2011-09-07
1047,470019853,H,2011-08-22,2011-09-14,16,Online,9,8174,3448528.86,2980976.06,467552.8,2011-08-22,2011-09-14
1048,153974950,L,2011-08-22,2011-09-20,37,Offline,1,3464,32319.12,23970.88,8348.24,2011-08-22,2011-09-20
1049,332699763,M,2011-08-22,2011-10-05,8,Offline,2,2108,100024.6,67013.32,33011.28,2011-08-22,2011-10-05
1050,929052674,H,2011-08-23,2011-09-12,48,Online,4,6187,676115.36,221742.08,454373.28,2011-08-23,2011-09-12
1051,212106788,H,2011-08-23,2011-09-26,90,Online,11,5967,3885770.07,3132436.32,753333.75,2011-08-23,2011-09-26
1052,912325561,M,2011-08-24,2011-08-24,39,Online,3,6262,511793.26,354867.54,156925.72,2011-08-24,2011-08-24
1053,739740645,L,2011-08-24,2011-09-01,176,Online,5,4551,694391.58,443449.44,250942.14,2011-08-24,2011-09-01
1054,752138459,C,2011-08-24,2011-09-22,42,Offline,8,3339,852379.92,532303.38,320076.54,2011-08-24,2011-09-22
1055,648272597,M,2011-08-24,2011-10-02,96,Offline,12,7122,4759418.94,3579089.88,1180329.06,2011-08-24,2011-10-02
1056,346672141,L,2011-08-25,2011-10-03,77,Offline,10,6845,2992634,1802493.85,1190140.15,2011-08-25,2011-10-03
1057,830618607,L,2011-08-27,2011-08-29,156,Offline,10,7359,3217354.8,1937845.47,1279509.33,2011-08-27,2011-08-29
1058,547909915,H,2011-08-27,2011-09-17,93,Offline,4,7574,827686.72,271452.16,556234.56,2011-08-27,2011-09-17
1059,919922006,L,2011-08-27,2011-09-18,33,Online,1,4219,39363.27,29195.48,10167.79,2011-08-27,2011-09-18
1060,281810319,M,2011-08-27,2011-10-01,63,Online,1,2791,26040.03,19313.72,6726.31,2011-08-27,2011-10-01
1061,998756206,M,2011-08-28,2011-09-18,149,Online,3,3011,246089.03,170633.37,75455.66,2011-08-28,2011-09-18
1062,593171870,L,2011-08-29,2011-09-04,85,Online,11,1593,1037377.53,836261.28,201116.25,2011-08-29,2011-09-04
1063,484976708,L,2011-08-30,2011-09-16,83,Offline,7,4240,872168,496546.4,375621.6,2011-08-30,2011-09-16
1064,162791907,M,2011-08-30,2011-10-19,153,Offline,2,2598,123275.1,82590.42,40684.68,2011-08-30,2011-10-19
1065,232967507,H,2011-09-01,2011-09-01,97,Online,10,9117,3985952.4,2400779.61,1585172.79,2011-09-01,2011-09-01
1066,709081494,L,2011-09-01,2011-10-13,125,Online,4,1826,199545.28,65443.84,134101.44,2011-09-01,2011-10-13
1067,114421164,L,2011-09-02,2011-09-17,64,Offline,6,8620,1327997.2,783816.6,544180.6,2011-09-02,2011-09-17
1068,613166129,M,2011-09-02,2011-10-21,18,Offline,10,8338,3645373.6,2195645.54,1449728.06,2011-09-02,2011-10-21
1069,348995149,C,2011-09-03,2011-09-14,51,Offline,2,4275,202848.75,135902.25,66946.5,2011-09-03,2011-09-14
1070,488361871,M,2011-09-03,2011-09-18,39,Offline,7,5985,1231114.5,700903.35,530211.15,2011-09-03,2011-09-18
1071,515204131,M,2011-09-03,2011-10-04,78,Offline,7,9206,1893674.2,1078114.66,815559.54,2011-09-03,2011-10-04
1072,903707301,L,2011-09-04,2011-09-05,95,Offline,2,5928,281283.6,188451.12,92832.48,2011-09-04,2011-09-05
1073,949205291,L,2011-09-05,2011-10-11,48,Online,1,9794,91378.02,67774.48,23603.54,2011-09-05,2011-10-11
1074,888790786,M,2011-09-06,2011-09-12,39,Offline,12,1799,1202217.73,904069.46,298148.27,2011-09-06,2011-09-12
1075,880486238,H,2011-09-06,2011-10-10,51,Online,5,4299,655941.42,418894.56,237046.86,2011-09-06,2011-10-10
1076,477184569,M,2011-09-06,2011-10-20,22,Online,8,8373,2137459.44,1334823.66,802635.78,2011-09-06,2011-10-20
1077,103007829,M,2011-09-07,2011-10-20,78,Offline,9,1160,489392.4,423040.4,66352,2011-09-07,2011-10-20
1078,628595054,M,2011-09-08,2011-10-21,5,Offline,1,4100,38253,28372,9881,2011-09-08,2011-10-21
1079,470690619,L,2011-09-08,2011-10-24,115,Online,8,6669,1702462.32,1063171.98,639290.34,2011-09-08,2011-10-24
1080,356001508,H,2011-09-09,2011-09-17,40,Online,4,7612,831839.36,272814.08,559025.28,2011-09-09,2011-09-17
1081,782170188,L,2011-09-09,2011-10-21,13,Online,3,395,32283.35,22384.65,9898.7,2011-09-09,2011-10-21
1082,578295695,L,2011-09-10,2011-09-19,112,Offline,9,9402,3966609.78,3428815.38,537794.4,2011-09-10,2011-09-19
1083,580342328,H,2011-09-10,2011-10-14,11,Offline,7,5046,1037962.2,590937.06,447025.14,2011-09-10,2011-10-14
1084,804683148,M,2011-09-11,2011-09-19,159,Online,9,2480,1046287.2,904431.2,141856,2011-09-11,2011-09-19
1085,588528859,L,2011-09-11,2011-10-12,24,Online,3,7623,623027.79,431995.41,191032.38,2011-09-11,2011-10-12
1086,557239282,M,2011-09-11,2011-10-22,25,Offline,6,8341,1285014.46,758447.13,526567.33,2011-09-11,2011-10-22
1087,478405082,L,2011-09-11,2011-10-24,16,Online,7,9550,1964435,1118400.5,846034.5,2011-09-11,2011-10-24
1088,263943374,C,2011-09-12,2011-09-25,111,Offline,12,5565,3718922.55,2796635.1,922287.45,2011-09-12,2011-09-25
1089,478051030,C,2011-09-12,2011-09-29,84,Offline,2,4778,226716.1,151892.62,74823.48,2011-09-12,2011-09-29
1090,501036059,H,2011-09-12,2011-10-17,173,Online,6,6559,1010479.54,596409.87,414069.67,2011-09-12,2011-10-17
1091,273940503,L,2011-09-14,2011-10-19,26,Online,7,3937,809840.9,461062.07,348778.83,2011-09-14,2011-10-19
1092,483954894,M,2011-09-14,2011-10-24,3,Online,7,1863,383219.1,218175.93,165043.17,2011-09-14,2011-10-24
1093,531735551,H,2011-09-14,2011-11-02,17,Online,4,1221,133430.88,43760.64,89670.24,2011-09-14,2011-11-02
1094,602147185,H,2011-09-15,2011-09-15,99,Offline,5,7588,1157777.04,739374.72,418402.32,2011-09-15,2011-09-15
1095,196798884,L,2011-09-15,2011-10-21,136,Online,6,6018,927133.08,547216.74,379916.34,2011-09-15,2011-10-21
1096,604311835,M,2011-09-15,2011-11-04,100,Offline,5,8156,1244442.48,794720.64,449721.84,2011-09-15,2011-11-04
1097,549919211,M,2011-09-16,2011-10-03,136,Offline,4,2170,237137.6,77772.8,159364.8,2011-09-16,2011-10-03
1098,157204759,M,2011-09-16,2011-10-09,16,Online,10,9236,4037979.2,2432115.88,1605863.32,2011-09-16,2011-10-09
1099,759933602,M,2011-09-16,2011-10-09,50,Online,12,95,63485.65,47741.3,15744.35,2011-09-16,2011-10-09
1100,344116103,M,2011-09-17,2011-10-23,97,Offline,11,457,297602.97,239906.72,57696.25,2011-09-17,2011-10-23
1101,339786803,H,2011-09-17,2011-10-25,79,Offline,11,9321,6069928.41,4893152.16,1176776.25,2011-09-17,2011-10-25
1102,358442533,C,2011-09-18,2011-09-24,128,Online,4,9966,1089084.48,357181.44,731903.04,2011-09-18,2011-09-24
1103,884147775,H,2011-09-18,2011-10-19,118,Online,2,7829,371486.05,248883.91,122602.14,2011-09-18,2011-10-19
1104,642961823,C,2011-09-19,2011-09-30,7,Offline,8,5546,1415782.88,884143.32,531639.56,2011-09-19,2011-09-30
1105,281064879,L,2011-09-20,2011-09-26,29,Offline,6,2199,338777.94,199955.07,138822.87,2011-09-20,2011-09-26
1106,509380948,M,2011-09-22,2011-09-27,169,Offline,3,5997,490134.81,339849.99,150284.82,2011-09-22,2011-09-27
1107,297319924,C,2011-09-22,2011-10-18,62,Offline,8,2428,619819.84,387071.76,232748.08,2011-09-22,2011-10-18
1108,742144334,H,2011-09-22,2011-10-20,72,Online,10,5855,2559806,1541797.15,1018008.85,2011-09-22,2011-10-20
1109,922561728,M,2011-09-24,2011-11-05,60,Offline,11,5372,3498300.12,2820085.12,678215,2011-09-24,2011-11-05
